,name,lat,lng,city
639,Коммунаровская,48.479298,34.92657,Днепр (Днепропетровск)
640,Холодная гора,49.982512,36.181804,Харьков
641,Южный вокзал,49.989613,36.205178,Харьков
642,Центральный рынок,49.99277,36.219731,Харьков
643,Советская,49.991084,36.232568,Харьков
644,Проспект Гагарина,49.980838,36.243402,Харьков
645,Спортивная,49.979494,36.260532,Харьков
646,Завод имени Малышева,49.975966,36.280996,Харьков
647,Московский проспект,49.972259,36.301666,Харьков
648,Маршала Жукова,49.966262,36.321187,Харьков
649,Советской армии,49.961852,36.342926,Харьков
650,Имени А. С. Масельского,49.958526,36.359787,Харьков
651,Тракторный завод,49.952614,36.37876,Харьков
652,Пролетарская,49.946562,36.399062,Харьков
653,Героев труда,50.025398,36.336287,Харьков
654,Студенческая,50.017683,36.329972,Харьков
655,Академика Павлова,50.008965,36.317755,Харьков
656,Академика Барабашова,50.002313,36.304092,Харьков
657,Киевская,50.001213,36.270279,Харьков
658,Пушкинская,50.003685,36.247489,Харьков
659,Университет,50.004501,36.233781,Харьков
660,Исторический музей,49.992926,36.231211,Харьков
661,Алексеевская,50.0496,36.20666,Харьков
662,23 Августа,50.035524,36.220279,Харьков
663,Ботанический сад,50.026659,36.222938,Харьков
664,Научная,50.013,36.226962,Харьков
665,Госпром,50.004797,36.231571,Харьков
666,Архитектора Бекетова,49.998966,36.240518,Харьков
667,Площадь Восстания,49.988652,36.264808,Харьков
668,Метростроителей имени Ващенко,49.978915,36.262823,Харьков
669,Уручье,53.945348,27.68782,Минск
670,Борисовский тракт,53.938506,27.665865,Минск
671,Восток,53.934509,27.651483,Минск
672,Московская,53.927978,27.627812,Минск
673,Парк Челюскинцев,53.924214,27.613646,Минск
674,Академия наук,53.92187,27.599066,Минск
675,Площадь Якуба Коласа,53.915369,27.583265,Минск
676,Площадь Победы,53.908644,27.575054,Минск
677,Октябрьская,53.901562,27.561068,Минск
678,Площадь Ленина,53.893875,27.548015,Минск
679,Институт Культуры,53.885899,27.538852,Минск
680,Грушевка,53.88669,27.514786,Минск
681,Михалово,53.876664,27.49691,Минск
682,Петровщина,53.86458,27.485807,Минск
683,Малиновка,53.849722,27.474722,Минск
684,Каменная Горка,53.90683,27.437558,Минск
685,Кунцевщина,53.906236,27.453916,Минск
686,Спортивная,53.908501,27.48083,Минск
687,Пушкинская,53.909519,27.495499,Минск
688,Молодежная,53.906527,27.521308,Минск
689,Фрунзенская,53.905286,27.539328,Минск
690,Немига,53.905615,27.55415,Минск
691,Купаловская,53.901407999999996,27.561247,Минск
692,Первомайская,53.893763,27.570167,Минск
693,Пролетарская,53.88972,27.585466,Минск
694,Тракторный завод,53.890033,27.614374,Минск
695,Партизанская,53.87582,27.628998,Минск
696,Автозаводская,53.868945,27.648788,Минск
697,Могилевская,53.861862,27.674381,Минск
698,Вокзальная,53.889722,27.546944,Минск
699,Юбилейная площадь,53.904406,27.539975,Минск
700,Площадь Франтишка Богушевича,53.896667,27.538333,Минск
701,Ковальская Слобода,53.874167,27.549444,Минск
702,Райымбек батыра,43.271201,76.9448,Алматы
703,Жибек Жолы,43.260199,76.946103,Алматы
704,Алмалы,43.251295,76.945456,Алматы
705,Абая,43.242548,76.949588,Алматы
706,Байконур,43.240401,76.927696,Алматы
707,Театр имени Ауэзова,43.240362,76.917519,Алматы
708,Алатау,43.239041,76.897612,Алматы
709,Сайран,43.2362,76.8764,Алматы
710,Москва,43.23,76.867,Алматы
711,Сары-Арка,43.22,76.851111,Алматы
712,Бауыржан Момышулы,43.216389,76.838056,Алматы
